0.5884,0.8988,0.3738,0.3248,0.459,0.1785,0.0087,0.759,0.9741,0.832,0.1767,0.1994,0.7778,0.209,0.0417,0.2602,0.3078,0.9264,0.4416,0.9233,0.5225,0.3862,0.8355,0.4327,0.3116,0.7843,0.7556,0.8499,0.6009,0.5508,0.562,0.7454,
0.6468,0.2116,0.2285,0.1323,0.6506,0.1185,0.4835,0.2842,0.6193,0.3617,0.872,0.5217,0.3469,0.4458,0.2128,0.3995,0.5003,0.991,0.4807,0.9848,0.0532,0.8003,0.3616,0.072,0.7315,0.1265,0.5994,0.2541,0.7108,0.8639,0.7832,0.7381,
0.5341,0.6973,0.4056,0.6749,0.11,0.9422,0.8666,0.5614,0.6916,0.9296,0.5918,0.9608,0.9395,0.3075,0.5896,0.3895,0.5266,0.5563,0.5788,0.723,0.2569,0.3512,0.2873,0.8829,0.3384,0.1426,0.6411,0.8854,0.2751,0.4697,0.3433,0.5567,
0.8252,0.0775,0.7778,0.3482,0.6107,0.8617,0.2604,0.7213,0.2561,0.0329,0.4106,0.5156,0.3859,0.6615,0.8185,0.5607,0.4153,0.94,0.2404,0.5478,0.832,0.0845,0.2757,0.8382,0.5872,0.7848,0.8449,0.4536,0.286,0.5097,0.821,0.9656,
0.1019,0.7728,0.8497,0.384,0.7265,0.677,0.7335,0.4258,0.2096,0.6641,0.7542,0.7433,0.2434,0.4229,0.9583,0.7863,0.3059,0.3293,0.7445,0.9773,0.0845,0.6318,0.052,0.7924,0.7753,0.8276,0.0758,0.1553,0.1759,0.3281,0.7097,0.2777,
0.9727,0.5567,0.8557,0.707,0.2585,0.0852,0.3255,0.8809,0.1142,0.2771,0.3107,0.9282,0.0359,0.1766,0.2978,0.8065,0.0942,0.0596,0.8682,0.1191,0.9794,0.1455,0.0337,0.1185,0.5002,0.4581,0.6357,0.4675,0.6824,0.7188,0.8605,0.3046,
0.3442,0.4584,0.109,0.0409,0.911,0.2403,0.3016,0.0991,0.2802,0.0028,0.1922,0.5009,0.743,0.0497,0.4234,0.8045,0.3273,0.1424,0.8606,0.4023,0.4424,0.4835,0.2101,0.5969,0.3679,0.1175,0.0495,0.1914,0.9621,0.4224,0.1741,0.557,
0.9408,0.9165,0.6003,0.2652,0.2192,0.5623,0.6578,0.4126,0.0989,0.115,0.3455,0.7068,0.5392,0.8331,0.5359,0.2311,0.3499,0.044,0.6659,0.5585,0.9121,0.6431,0.2727,0.5518,0.9509,0.5912,0.1013,0.7466,0.9547,0.8733,0.5434,0.6949,
0.0759,0.1822,0.8461,0.0215,0.7253,0.7973,0.8757,0.2352,0.6257,0.7462,0.2134,0.5257,0.7836,0.3539,0.0183,0.8802,0.6989,0.7139,0.3977,0.8534,0.1414,0.4465,0.9944,0.2401,0.9957,0.3502,0.1203,0.7151,0.9981,0.1968,0.046,0.2275,
0.6719,0.9725,0.9877,0.57,0.4058,0.327,0.9274,0.0757,0.413,0.8536,0.6458,0.84,0.2584,0.0974,0.2532,0.2141,0.7497,0.8625,0.062,0.5681,0.2491,0.4745,0.86,0.4883,0.8816,0.1418,0.5173,0.6347,0.6916,0.456,0.3863,0.4636,
0.5307,0.3736,0.1394,0.8958,0.3477,0.7277,0.5302,0.8003,0.5936,0.4345,0.0607,0.8543,0.6588,0.079,0.6901,0.9382,0.6114,0.4901,0.5313,0.7308,0.0223,0.2517,0.9458,0.5803,0.328,0.83,0.5705,0.0438,0.0108,0.1492,0.588,0.7119,
0.8549,0.9944,0.9876,0.0654,0.6756,0.5807,0.6519,0.1454,0.2132,0.9927,0.8557,0.764,0.3319,0.9665,0.1626,0.8269,0.2722,0.665,0.768,0.0981,0.4674,0.6807,0.0496,0.3955,0.3527,0.4869,0.4618,0.7745,0.6718,0.9568,0.9367,0.731,
0.0172,0.3695,0.6392,0.8333,0.7285,0.5313,0.2652,0.4801,0.8138,0.2537,0.0686,0.6741,0.2661,0.452,0.4561,0.7981,0.9949,0.5516,0.2981,0.3865,0.6124,0.7269,0.0703,0.7961,0.48,0.7333,0.5631,0.4972,0.7452,0.7382,0.1719,0.4296,
0.5821,0.6128,0.7202,0.4982,0.4862,0.5984,0.3528,0.819,0.2665,0.1311,0.2891,0.7686,0.3306,0.8742,0.1249,0.2389,0.9628,0.6889,0.9347,0.7537,0.5584,0.353,0.6382,0.265,0.1986,0.3292,0.9719,0.5142,0.5207,0.7792,0.9297,0.8169,

